Zeit;Kanal A;Kanal B
-4,96462395;0,00000000;0,00000000
-4,96451195;0,00000000;-3,93700790
-4,96439995;0,00000000;0,00000000
-4,96428795;0,00000000;0,00000000
-4,96417595;-1,96850395;0,00000000
-4,96406395;0,00000000;0,00000000
-4,96395195;0,00000000;0,00000000
-4,96383995;0,00000000;0,00000000
-4,96372795;-1,96850395;0,00000000
-4,96361595;0,00000000;0,00000000
-4,96350395;-1,96850395;-3,93700790
-4,96339195;0,00000000;0,00000000
-4,96327995;0,00000000;0,00000000
-4,96316795;0,00000000;-3,93700790
-4,96305595;0,00000000;0,00000000
-4,96294395;0,00000000;0,00000000
-4,96283195;0,00000000;0,00000000
-4,96271995;0,00000000;0,00000000
-4,96260795;0,00000000;0,00000000
-4,96249595;0,00000000;-3,93700790
-4,96238395;0,00000000;0,00000000
-4,96227195;0,00000000;0,00000000
-4,96215995;0,00000000;0,00000000
-4,96204795;0,00000000;0,00000000
-4,96193595;0,00000000;-3,93700790
-4,96182395;0,00000000;0,00000000
-4,96171195;0,00000000;0,00000000
-4,96159995;0,00000000;0,00000000
-4,96148795;0,00000000;0,00000000
-4,96137595;0,00000000;0,00000000
-4,96126395;0,00000000;-3,93700790
-4,96115195;0,00000000;-3,93700790
-4,96103995;-1,96850395;0,00000000
-4,96092795;0,00000000;0,00000000
-4,96081595;0,00000000;0,00000000
-4,96070395;0,00000000;0,00000000
-4,96059195;0,00000000;0,00000000
-4,96047995;0,00000000;0,00000000
-4,96036795;0,00000000;0,00000000
-4,96025595;0,00000000;0,00000000
-4,96014395;0,00000000;0,00000000
-4,96003195;0,00000000;0,00000000
-4,95991995;0,00000000;-3,93700790
-4,95980795;0,00000000;0,00000000
-4,95969595;0,00000000;-3,93700790
-4,95958395;0,00000000;0,00000000
-4,95947195;0,00000000;0,00000000
-4,95935995;0,00000000;0,00000000
-4,95924795;0,00000000;-3,93700790
-4,95913595;0,00000000;0,00000000
-4,95902395;0,00000000;0,00000000
-4,95891195;0,00000000;0,00000000
-4,95879995;0,00000000;0,00000000
-4,95868795;0,00000000;0,00000000
-4,95857595;0,00000000;0,00000000
-4,95846395;0,00000000;0,00000000
-4,95835195;0,00000000;0,00000000
-4,95823995;0,00000000;0,00000000
-4,95812795;0,00000000;0,00000000
-4,95801595;0,00000000;-3,93700790
-4,95790395;0,00000000;0,00000000
-4,95779195;-1,96850395;0,00000000
-4,95767995;0,00000000;-3,93700790
-4,95756795;0,00000000;0,00000000
-4,95745595;0,00000000;0,00000000
-4,95734395;0,00000000;-3,93700790
-4,95723195;0,00000000;-3,93700790
-4,95711995;0,00000000;0,00000000
-4,95700795;0,00000000;0,00000000
-4,95689595;0,00000000;-3,93700790
-4,95678395;0,00000000;0,00000000
-4,95667195;0,00000000;0,00000000
-4,95655995;-1,96850395;0,00000000
-4,95644795;0,00000000;0,00000000
-4,95633595;0,00000000;-3,93700790
-4,95622395;0,00000000;0,00000000
-4,95611195;0,00000000;-3,93700790
-4,95599995;0,00000000;0,00000000
-4,95588795;0,00000000;-3,93700790
-4,95577595;0,00000000;0,00000000
-4,95566395;0,00000000;-3,93700790
-4,95555195;0,00000000;0,00000000
-4,95543995;0,00000000;0,00000000
-4,95532795;0,00000000;0,00000000
-4,95521595;0,00000000;0,00000000
-4,95510395;0,00000000;0,00000000
-4,95499195;0,00000000;0,00000000
-4,95487995;0,00000000;0,00000000
-4,95476795;0,00000000;0,00000000
-4,95465595;0,00000000;0,00000000
-4,95454395;0,00000000;0,00000000
-4,95443195;0,00000000;0,00000000
-4,95431995;0,00000000;0,00000000
-4,95420795;0,00000000;0,00000000
-4,95409595;0,00000000;0,00000000
-4,95398395;0,00000000;0,00000000
-4,95387195;0,00000000;0,00000000
-4,95375995;0,00000000;0,00000000
-4,95364795;0,00000000;0,00000000
-4,95353595;0,00000000;0,00000000
-4,95342395;0,00000000;0,00000000
-4,95331195;0,00000000;0,00000000
-4,95319995;-1,96850395;-3,93700790
-4,95308795;0,00000000;0,00000000
-4,95297595;0,00000000;0,00000000
-4,95286395;-1,96850395;0,00000000
-4,95275195;-1,96850395;0,00000000
-4,95263995;0,00000000;0,00000000
-4,95252795;0,00000000;-3,93700790
-4,95241595;0,00000000;0,00000000
-4,95230395;0,00000000;0,00000000
-4,95219195;0,00000000;0,00000000
-4,95207995;0,00000000;0,00000000
-4,95196795;0,00000000;0,00000000
-4,95185595;0,00000000;0,00000000
-4,95174395;0,00000000;0,00000000
-4,95163195;-1,96850395;0,00000000
-4,95151995;0,00000000;-3,93700790
-4,95140795;0,00000000;0,00000000
-4,95129595;0,00000000;-3,93700790
-4,95118395;0,00000000;0,00000000
-4,95107195;0,00000000;-3,93700790
-4,95095995;0,00000000;0,00000000
-4,95084795;0,00000000;0,00000000
-4,95073595;0,00000000;0,00000000
-4,95062395;0,00000000;0,00000000
-4,95051195;0,00000000;0,00000000
-4,95039995;0,00000000;-3,93700790
-4,95028795;0,00000000;-3,93700790
-4,95017595;0,00000000;0,00000000
-4,95006395;-1,96850395;0,00000000
-4,94995195;-1,96850395;-3,93700790
-4,94983995;0,00000000;0,00000000
-4,94972795;0,00000000;0,00000000
-4,94961595;0,00000000;0,00000000
-4,94950395;0,00000000;0,00000000
-4,94939195;0,00000000;-3,93700790
-4,94927995;0,00000000;-3,93700790
-4,94916795;0,00000000;0,00000000
-4,94905595;-1,96850395;0,00000000
-4,94894395;-1,96850395;-3,93700790
-4,94883195;0,00000000;0,00000000
-4,94871995;-1,96850395;-3,93700790
-4,94860795;0,00000000;0,00000000
-4,94849595;0,00000000;0,00000000
-4,94838395;0,00000000;0,00000000
-4,94827195;0,00000000;-3,93700790
-4,94815995;0,00000000;-3,93700790
-4,94804795;0,00000000;-3,93700790
-4,94793595;-1,96850395;0,00000000
-4,94782395;0,00000000;-3,93700790
-4,94771195;0,00000000;0,00000000
-4,94759995;0,00000000;0,00000000
-4,94748795;0,00000000;0,00000000
-4,94737595;0,00000000;-3,93700790
-4,94726395;0,00000000;0,00000000
-4,94715195;-1,96850395;0,00000000
-4,94703995;0,00000000;-3,93700790
-4,94692795;0,00000000;0,00000000
-4,94681595;0,00000000;-3,93700790
-4,94670395;0,00000000;0,00000000
-4,94659195;0,00000000;-3,93700790
-4,94647995;0,00000000;0,00000000
-4,94636795;0,00000000;0,00000000
-4,94625595;-1,96850395;0,00000000
-4,94614395;0,00000000;0,00000000
-4,94603195;0,00000000;0,00000000
-4,94591995;0,00000000;0,00000000
-4,94580795;-1,96850395;0,00000000
-4,94569595;0,00000000;0,00000000
-4,94558395;0,00000000;0,00000000
-4,94547195;0,00000000;0,00000000
-4,94535995;0,00000000;0,00000000
-4,94524795;0,00000000;-3,93700790
-4,94513595;0,00000000;0,00000000
-4,94502395;0,00000000;0,00000000
-4,94491195;0,00000000;-3,93700790
-4,94479995;0,00000000;0,00000000
-4,94468795;0,00000000;-3,93700790
-4,94457595;0,00000000;0,00000000
-4,94446395;-1,96850395;0,00000000
-4,94435195;0,00000000;0,00000000
-4,94423995;0,00000000;0,00000000
-4,94412795;0,00000000;0,00000000
-4,94401595;0,00000000;0,00000000
-4,94390395;0,00000000;0,00000000
-4,94379195;0,00000000;0,00000000
-4,94367995;0,00000000;0,00000000
-4,94356795;-1,96850395;0,00000000
-4,94345595;0,00000000;0,00000000
-4,94334395;0,00000000;0,00000000
-4,94323195;0,00000000;0,00000000
-4,94311995;0,00000000;0,00000000
-4,94300795;0,00000000;0,00000000
-4,94289595;0,00000000;0,00000000
-4,94278395;0,00000000;0,00000000
-4,94267195;0,00000000;0,00000000
-4,94255995;0,00000000;-3,93700790
-4,94244795;0,00000000;0,00000000
-4,94233595;0,00000000;-3,93700790
-4,94222395;0,00000000;0,00000000
-4,94211195;0,00000000;0,00000000
-4,94199995;0,00000000;-3,93700790
-4,94188795;0,00000000;0,00000000
-4,94177595;-1,96850395;0,00000000
-4,94166395;0,00000000;0,00000000
-4,94155195;0,00000000;-3,93700790
-4,94143995;-1,96850395;0,00000000
-4,94132795;0,00000000;-3,93700790
-4,94121595;0,00000000;0,00000000
-4,94110395;0,00000000;-3,93700790
-4,94099195;0,00000000;0,00000000
-4,94087995;-1,96850395;0,00000000
-4,94076795;0,00000000;0,00000000
-4,94065595;0,00000000;0,00000000
-4,94054395;0,00000000;0,00000000
-4,94043195;0,00000000;0,00000000
-4,94031995;0,00000000;0,00000000
-4,94020795;0,00000000;0,00000000
-4,94009595;0,00000000;0,00000000
-4,93998395;0,00000000;0,00000000
-4,93987195;0,00000000;0,00000000
-4,93975995;0,00000000;-3,93700790
-4,93964795;0,00000000;0,00000000
-4,93953595;0,00000000;0,00000000
-4,93942395;0,00000000;0,00000000
-4,93931195;0,00000000;-3,93700790
-4,93919995;0,00000000;0,00000000
-4,93908795;-1,96850395;0,00000000
-4,93897595;0,00000000;0,00000000
-4,93886395;0,00000000;-3,93700790
-4,93875195;0,00000000;0,00000000
-4,93863995;0,00000000;-3,93700790
-4,93852795;0,00000000;0,00000000
-4,93841595;-1,96850395;-3,93700790
-4,93830395;0,00000000;0,00000000
-4,93819195;-1,96850395;0,00000000
-4,93807995;0,00000000;0,00000000
-4,93796795;0,00000000;0,00000000
-4,93785595;0,00000000;0,00000000
-4,93774395;0,00000000;0,00000000
-4,93763195;0,00000000;0,00000000
-4,93751995;0,00000000;0,00000000
-4,93740795;0,00000000;0,00000000
-4,93729595;0,00000000;0,00000000
-4,93718395;0,00000000;0,00000000
-4,93707195;0,00000000;-3,93700790
-4,93695995;0,00000000;0,00000000
-4,93684795;0,00000000;0,00000000
-4,93673595;0,00000000;0,00000000
-4,93662395;0,00000000;0,00000000
-4,93651195;0,00000000;0,00000000
-4,93639995;-1,96850395;-3,93700790
-4,93628795;0,00000000;-3,93700790
-4,93617595;0,00000000;-3,93700790
-4,93606395;0,00000000;0,00000000
-4,93595195;0,00000000;0,00000000
-4,93583995;0,00000000;-3,93700790
-4,93572795;0,00000000;0,00000000
-4,93561595;0,00000000;0,00000000
-4,93550395;0,00000000;0,00000000
-4,93539195;0,00000000;0,00000000
-4,93527995;0,00000000;0,00000000
-4,93516795;0,00000000;0,00000000
-4,93505595;0,00000000;0,00000000
-4,93494395;0,00000000;-3,93700790
-4,93483195;0,00000000;-3,93700790
-4,93471995;0,00000000;0,00000000
-4,93460795;0,00000000;-3,93700790
-4,93449595;0,00000000;0,00000000
-4,93438395;0,00000000;0,00000000
-4,93427195;0,00000000;0,00000000
-4,93415995;0,00000000;0,00000000
-4,93404795;0,00000000;0,00000000
-4,93393595;0,00000000;-3,93700790
-4,93382395;0,00000000;0,00000000
-4,93371195;0,00000000;-3,93700790
-4,93359995;0,00000000;0,00000000
-4,93348795;0,00000000;0,00000000
-4,93337595;0,00000000;0,00000000
-4,93326395;0,00000000;0,00000000
-4,93315195;0,00000000;0,00000000
-4,93303995;0,00000000;0,00000000
-4,93292795;0,00000000;0,00000000
-4,93281595;-1,96850395;-3,93700790
-4,93270395;0,00000000;0,00000000
-4,93259195;0,00000000;-3,93700790
-4,93247995;0,00000000;0,00000000
-4,93236795;0,00000000;0,00000000
-4,93225595;0,00000000;0,00000000
-4,93214395;1,96850395;0,00000000
-4,93203195;0,00000000;0,00000000
-4,93191995;0,00000000;0,00000000
-4,93180795;0,00000000;0,00000000
-4,93169595;0,00000000;0,00000000
-4,93158395;0,00000000;-3,93700790
-4,93147195;-1,96850395;-3,93700790
-4,93135995;0,00000000;0,00000000
-4,93124795;0,00000000;0,00000000
-4,93113595;0,00000000;0,00000000
-4,93102395;0,00000000;0,00000000
-4,93091195;0,00000000;0,00000000
-4,93079995;0,00000000;0,00000000
-4,93068795;0,00000000;0,00000000
-4,93057595;-1,96850395;0,00000000
-4,93046395;0,00000000;0,00000000
-4,93035195;0,00000000;0,00000000
-4,93023995;0,00000000;0,00000000
-4,93012795;0,00000000;-3,93700790
-4,93001595;0,00000000;0,00000000
-4,92990395;0,00000000;0,00000000
-4,92979195;0,00000000;-3,93700790
-4,92967995;0,00000000;-3,93700790
-4,92956795;0,00000000;-3,93700790
-4,92945595;0,00000000;-3,93700790
-4,92934395;0,00000000;0,00000000
-4,92923195;0,00000000;0,00000000
-4,92911995;0,00000000;0,00000000
-4,92900795;0,00000000;-3,93700790
-4,92889595;0,00000000;0,00000000
-4,92878395;0,00000000;-3,93700790
-4,92867195;0,00000000;-3,93700790
-4,92855995;0,00000000;-3,93700790
-4,92844795;0,00000000;0,00000000
-4,92833595;0,00000000;-3,93700790
-4,92822395;0,00000000;0,00000000
-4,92811195;0,00000000;0,00000000
-4,92799995;0,00000000;0,00000000
-4,92788795;0,00000000;0,00000000
-4,92777595;-1,96850395;0,00000000
-4,92766395;0,00000000;-3,93700790
-4,92755195;0,00000000;0,00000000
-4,92743995;0,00000000;0,00000000
-4,92732795;0,00000000;-3,93700790
-4,92721595;0,00000000;0,00000000
-4,92710395;0,00000000;-3,93700790
-4,92699195;0,00000000;0,00000000
-4,92687995;0,00000000;0,00000000
-4,92676795;0,00000000;-3,93700790
-4,92665595;0,00000000;0,00000000
-4,92654395;0,00000000;-3,93700790
-4,92643195;0,00000000;0,00000000
-4,92631995;-1,96850395;0,00000000
-4,92620795;0,00000000;-3,93700790
-4,92609595;-1,96850395;-3,93700790
-4,92598395;0,00000000;0,00000000
-4,92587195;0,00000000;-3,93700790
-4,92575995;0,00000000;0,00000000
-4,92564795;0,00000000;0,00000000
-4,92553595;0,00000000;0,00000000
-4,92542395;0,00000000;0,00000000
-4,92531195;0,00000000;0,00000000
-4,92519995;0,00000000;0,00000000
-4,92508795;0,00000000;0,00000000
-4,92497595;-1,96850395;0,00000000
-4,92486395;0,00000000;0,00000000
-4,92475195;0,00000000;-3,93700790
-4,92463995;0,00000000;0,00000000
-4,92452795;0,00000000;-3,93700790
-4,92441595;0,00000000;-3,93700790
-4,92430395;-1,96850395;0,00000000
-4,92419195;0,00000000;-3,93700790
-4,92407995;0,00000000;0,00000000
-4,92396795;0,00000000;0,00000000
-4,92385595;0,00000000;0,00000000
-4,92374395;0,00000000;-3,93700790
-4,92363195;0,00000000;0,00000000
-4,92351995;0,00000000;0,00000000
-4,92340795;0,00000000;0,00000000
-4,92329595;0,00000000;0,00000000
-4,92318395;0,00000000;0,00000000
-4,92307195;0,00000000;0,00000000
-4,92295995;0,00000000;-3,93700790
-4,92284795;0,00000000;0,00000000
-4,92273595;0,00000000;-3,93700790
-4,92262395;0,00000000;-3,93700790
-4,92251195;0,00000000;-3,93700790
-4,92239995;0,00000000;0,00000000
-4,92228795;0,00000000;0,00000000
-4,92217595;0,00000000;0,00000000
-4,92206395;-1,96850395;0,00000000
-4,92195195;0,00000000;0,00000000
-4,92183995;0,00000000;0,00000000
-4,92172795;0,00000000;0,00000000
-4,92161595;-1,96850395;0,00000000
-4,92150395;0,00000000;0,00000000
-4,92139195;-1,96850395;0,00000000
-4,92127995;0,00000000;0,00000000
-4,92116795;0,00000000;0,00000000
-4,92105595;0,00000000;-3,93700790
-4,92094395;0,00000000;0,00000000
-4,92083195;0,00000000;-3,93700790
-4,92071995;0,00000000;0,00000000
-4,92060795;0,00000000;0,00000000
-4,92049595;0,00000000;0,00000000
-4,92038395;0,00000000;0,00000000
-4,92027195;0,00000000;0,00000000
-4,92015995;0,00000000;0,00000000
-4,92004795;0,00000000;0,00000000
-4,91993595;0,00000000;0,00000000
-4,91982395;0,00000000;0,00000000
-4,91971195;0,00000000;0,00000000
-4,91959995;0,00000000;0,00000000
-4,91948795;0,00000000;-3,93700790
-4,91937595;0,00000000;0,00000000
